UserID,Date,Steps,Heart Rate,Exercise Session,Exercise Time (in Min),Calories
15,2022-01-22 00:00:00.000,3035,107,0,0,3261
15,2022-01-30 00:00:00.000,986,107,0,0,3452
15,2022-02-10 00:00:00.000,6495,107,0,0,2817
15,2022-02-28 00:00:00.000,2979,107,0,0,3365
15,2022-04-09 00:00:00.000,1861,107,0,0,2940
15,2022-05-31 00:00:00.000,1246,107,0,0,3607
15,2022-06-26 00:00:00.000,7894,107,0,0,3429
15,2020-02-02 00:00:00.000,1572,108,0,0,3331
15,2020-02-09 00:00:00.000,9026,108,0,0,3005
15,2020-02-25 00:00:00.000,7778,108,0,0,2959
15,2020-02-28 00:00:00.000,1665,108,0,0,3406
15,2020-03-26 00:00:00.000,5900,108,0,0,2974
15,2020-04-01 00:00:00.000,5419,108,0,0,3059
15,2020-04-08 00:00:00.000,2775,108,0,0,3048
15,2020-04-15 00:00:00.000,10328,108,0,0,2784
15,2020-04-23 00:00:00.000,2142,108,0,0,3313
15,2020-04-26 00:00:00.000,628,108,0,0,3307
15,2020-04-30 00:00:00.000,3028,108,0,0,2664
15,2020-05-11 00:00:00.000,2883,108,0,0,3105
15,2020-05-13 00:00:00.000,5534,108,0,0,2803
15,2020-06-06 00:00:00.000,9654,108,0,0,2998
15,2020-06-11 00:00:00.000,4325,108,0,0,3108
15,2020-09-26 00:00:00.000,6273,108,0,0,2852
15,2020-09-27 00:00:00.000,3546,108,0,0,3533
15,2020-11-01 00:00:00.000,2735,108,0,0,3202
15,2020-11-07 00:00:00.000,4710,108,0,0,3233
15,2020-11-20 00:00:00.000,7518,108,0,0,3058
15,2021-01-06 00:00:00.000,4697,108,0,0,3329
15,2021-01-16 00:00:00.000,5316,108,0,0,3409
15,2021-01-22 00:00:00.000,666,108,0,0,2727
15,2021-01-25 00:00:00.000,4643,108,0,0,3325
15,2021-02-08 00:00:00.000,9585,108,0,0,2780
15,2021-02-13 00:00:00.000,6261,108,0,0,3302
15,2021-03-23 00:00:00.000,8326,108,0,0,3021
15,2021-04-14 00:00:00.000,4307,108,0,0,3109
15,2021-04-15 00:00:00.000,5297,108,0,0,3553
15,2021-05-28 00:00:00.000,6347,108,0,0,3035
15,2021-06-01 00:00:00.000,9860,108,0,0,3148
15,2021-06-14 00:00:00.000,2234,108,0,0,3119
15,2021-06-19 00:00:00.000,8664,108,0,0,3222
15,2021-07-26 00:00:00.000,5695,108,0,0,3218
15,2021-08-10 00:00:00.000,10919,108,0,0,3675
15,2021-08-26 00:00:00.000,6174,108,0,0,3012
15,2021-08-28 00:00:00.000,5649,108,0,0,3047
15,2021-09-25 00:00:00.000,5196,108,0,0,3314
15,2021-11-24 00:00:00.000,7491,108,0,0,3108
15,2021-12-16 00:00:00.000,3186,108,0,0,3319
15,2021-12-17 00:00:00.000,7779,108,0,0,3031
15,2022-01-23 00:00:00.000,7074,108,0,0,3072
15,2022-02-02 00:00:00.000,11569,108,0,0,3215
15,2022-02-23 00:00:00.000,9068,108,0,0,3113
15,2022-02-27 00:00:00.000,6553,108,0,0,2970
15,2022-03-04 00:00:00.000,4509,108,0,0,3363
15,2022-03-15 00:00:00.000,6040,108,0,0,3358
15,2022-03-17 00:00:00.000,5994,108,0,0,2841
15,2022-03-19 00:00:00.000,11034,108,0,0,3012
15,2022-03-29 00:00:00.000,6227,108,0,0,3577
15,2022-04-04 00:00:00.000,4414,108,0,0,3370
15,2022-04-05 00:00:00.000,7368,108,0,0,3365
15,2022-04-08 00:00:00.000,3995,108,0,0,2624
15,2022-04-10 00:00:00.000,1777,108,0,0,3275
15,2022-04-15 00:00:00.000,7765,108,0,0,2906
15,2022-04-16 00:00:00.000,6067,108,0,0,2816
15,2022-04-21 00:00:00.000,4145,108,0,0,3118
15,2022-04-25 00:00:00.000,6347,108,0,0,3540
15,2022-04-27 00:00:00.000,6236,108,0,0,3523
15,2022-05-01 00:00:00.000,2445,108,0,0,3214
15,2022-06-04 00:00:00.000,4019,108,0,0,3190
15,2022-06-11 00:00:00.000,7748,108,0,0,2936
15,2022-06-17 00:00:00.000,7790,108,0,0,2614
15,2022-06-18 00:00:00.000,5830,108,0,0,3002
15,2020-01-01 00:00:00.000,10001,114,0,0,2655
15,2020-01-02 00:00:00.000,9551,106,0,0,2973
15,2020-01-03 00:00:00.000,8677,102,0,0,3563
15,2020-01-04 00:00:00.000,399,111,0,0,3169
15,2020-01-05 00:00:00.000,5812,110,0,0,2796
15,2020-01-06 00:00:00.000,7125,115,0,0,3214
15,2020-01-07 00:00:00.000,5620,104,0,0,3112
15,2020-01-09 00:00:00.000,8681,103,0,0,3149
15,2020-01-10 00:00:00.000,3021,111,0,0,3272
15,2020-01-11 00:00:00.000,9581,115,0,0,2864
15,2020-01-12 00:00:00.000,7395,103,0,0,3185
15,2020-01-14 00:00:00.000,2488,101,0,0,3453
15,2020-01-16 00:00:00.000,5209,102,0,0,3148
15,2020-01-19 00:00:00.000,7169,106,0,0,2943
15,2020-01-21 00:00:00.000,9339,100,0,0,2958
15,2020-01-25 00:00:00.000,6658,106,0,0,3314
15,2020-01-26 00:00:00.000,7900,98,0,0,2800
15,2020-01-27 00:00:00.000,848,110,0,0,3009
15,2020-01-28 00:00:00.000,2854,106,0,0,3335
15,2020-01-29 00:00:00.000,6088,101,0,0,3014
15,2020-01-31 00:00:00.000,4029,106,0,0,2789
15,2020-02-01 00:00:00.000,4789,100,0,0,3159
15,2020-02-03 00:00:00.000,8121,103,0,0,3149
15,2020-02-04 00:00:00.000,4538,103,0,0,3055
15,2020-02-05 00:00:00.000,3233,106,0,0,3786
15,2020-02-06 00:00:00.000,5117,113,0,0,3607
15,2020-02-07 00:00:00.000,9759,113,0,0,3019
15,2020-02-08 00:00:00.000,5927,111,0,0,3026
15,2020-02-13 00:00:00.000,6827,104,0,0,3166
15,2020-02-15 00:00:00.000,10784,102,0,0,3087
15,2020-02-16 00:00:00.000,4373,109,0,0,3015
15,2020-02-17 00:00:00.000,2016,104,0,0,3193
15,2020-02-18 00:00:00.000,6670,97,0,0,3039
15,2020-02-19 00:00:00.000,6595,106,0,0,3238
15,2020-02-21 00:00:00.000,3796,98,0,0,3156
15,2020-02-22 00:00:00.000,6133,104,0,0,3383
15,2020-02-23 00:00:00.000,5174,104,0,0,3286
15,2020-02-24 00:00:00.000,5703,104,0,0,3101
15,2020-02-26 00:00:00.000,962,110,0,0,3373
15,2020-02-27 00:00:00.000,5484,97,0,0,3403
15,2020-02-29 00:00:00.000,7556,110,0,0,3081
15,2020-03-01 00:00:00.000,6536,98,0,0,3445
15,2020-03-02 00:00:00.000,10082,106,0,0,3489
15,2020-03-03 00:00:00.000,6192,100,0,0,2836
15,2020-03-04 00:00:00.000,2738,104,0,0,3186
15,2020-03-07 00:00:00.000,5510,101,0,0,3141
15,2020-03-10 00:00:00.000,1991,99,0,0,3199
15,2020-03-12 00:00:00.000,8258,97,0,0,3266
15,2020-03-13 00:00:00.000,4400,100,0,0,3437
15,2020-03-14 00:00:00.000,4902,109,0,0,2840
15,2020-03-15 00:00:00.000,5383,99,0,0,3118
15,2020-03-16 00:00:00.000,678,111,0,0,3237
15,2020-03-19 00:00:00.000,6273,114,0,0,3361
15,2020-03-20 00:00:00.000,5921,99,0,0,2710
15,2020-03-22 00:00:00.000,4857,102,0,0,3685
15,2020-03-24 00:00:00.000,4737,95,0,0,3503
15,2020-03-25 00:00:00.000,2297,104,0,0,3361
15,2020-03-27 00:00:00.000,4081,98,0,0,3238
15,2020-03-28 00:00:00.000,4351,103,0,0,3380
15,2020-03-30 00:00:00.000,8482,100,0,0,3243
15,2020-04-03 00:00:00.000,4352,103,0,0,3514
15,2020-04-04 00:00:00.000,7059,113,0,0,3120
15,2020-04-10 00:00:00.000,4242,104,0,0,3366
15,2020-04-11 00:00:00.000,7171,111,0,0,2872
15,2020-04-12 00:00:00.000,5453,103,0,0,3047
15,2020-04-13 00:00:00.000,11867,106,0,0,3162
15,2020-04-16 00:00:00.000,10219,99,0,0,3186
15,2020-04-18 00:00:00.000,9247,109,0,0,3518
15,2020-04-19 00:00:00.000,6803,106,0,0,3420
15,2020-04-22 00:00:00.000,1071,104,0,0,2822
15,2020-04-24 00:00:00.000,7392,99,0,0,3023
15,2020-04-25 00:00:00.000,6619,106,0,0,3352
15,2020-05-02 00:00:00.000,4101,112,0,0,3122
15,2020-05-03 00:00:00.000,3280,109,0,0,2959
15,2020-05-04 00:00:00.000,4761,98,0,0,3094
15,2020-05-06 00:00:00.000,7271,103,0,0,2926
15,2020-05-07 00:00:00.000,9116,104,0,0,2910
15,2020-05-10 00:00:00.000,3960,116,0,0,3323
15,2020-05-18 00:00:00.000,5969,95,0,0,3519
15,2020-05-20 00:00:00.000,9013,106,0,0,2674
15,2020-05-22 00:00:00.000,8513,116,0,0,3457
15,2020-05-23 00:00:00.000,6047,112,0,0,3329
15,2020-05-24 00:00:00.000,1681,102,0,0,3352
15,2020-05-26 00:00:00.000,4218,111,0,0,3557
15,2020-05-27 00:00:00.000,5609,109,0,0,2587
15,2020-05-31 00:00:00.000,8957,98,0,0,3242
15,2020-06-02 00:00:00.000,7692,102,0,0,3528
15,2020-06-05 00:00:00.000,4562,99,0,0,3135
15,2020-06-09 00:00:00.000,4686,101,0,0,3111
15,2020-06-10 00:00:00.000,12104,104,0,0,2815
15,2020-06-13 00:00:00.000,5648,106,0,0,3060
15,2020-06-14 00:00:00.000,1443,106,0,0,3269
15,2020-06-15 00:00:00.000,8789,103,0,0,3047
15,2020-06-16 00:00:00.000,5587,106,0,0,3144
15,2020-06-18 00:00:00.000,1532,95,0,0,3021
15,2020-06-20 00:00:00.000,5841,109,0,0,2902
15,2020-06-21 00:00:00.000,3413,106,0,0,2822
15,2020-06-22 00:00:00.000,4262,104,0,0,3297
15,2020-06-23 00:00:00.000,2096,106,0,0,2895
15,2020-06-24 00:00:00.000,3236,102,0,0,2870
15,2020-06-25 00:00:00.000,7242,101,0,0,3254
15,2020-06-26 00:00:00.000,1004,110,0,0,2802
15,2020-06-27 00:00:00.000,3274,103,0,0,2940
15,2020-06-28 00:00:00.000,1969,103,0,0,3583
15,2020-06-29 00:00:00.000,2978,109,0,0,3360
15,2020-06-30 00:00:00.000,9232,103,0,0,2859
15,2020-07-02 00:00:00.000,5005,109,0,0,3303
15,2020-07-04 00:00:00.000,1863,104,0,0,3162
15,2020-07-05 00:00:00.000,5927,100,0,0,3118
15,2020-07-06 00:00:00.000,7438,115,0,0,3146
15,2020-07-08 00:00:00.000,1327,106,0,0,3205
15,2020-07-09 00:00:00.000,3253,111,0,0,3238
15,2020-07-10 00:00:00.000,504,95,0,0,3061
15,2020-07-12 00:00:00.000,10400,113,0,0,3089
15,2020-07-13 00:00:00.000,179,104,0,0,2608
15,2020-07-15 00:00:00.000,2809,100,0,0,3261
15,2020-07-17 00:00:00.000,3904,104,0,0,3665
15,2020-07-18 00:00:00.000,5879,111,0,0,3341
15,2020-07-19 00:00:00.000,2341,101,0,0,2886
15,2020-07-21 00:00:00.000,1535,98,0,0,3187
15,2020-07-23 00:00:00.000,9699,113,0,0,3485
15,2020-07-24 00:00:00.000,6794,104,0,0,3275
15,2020-07-25 00:00:00.000,7659,99,0,0,2982
15,2020-07-28 00:00:00.000,3097,114,0,0,3070
15,2020-07-29 00:00:00.000,5713,103,0,0,3497
15,2020-07-30 00:00:00.000,8598,100,0,0,3046
15,2020-08-01 00:00:00.000,1561,98,0,0,2888
15,2020-08-02 00:00:00.000,5889,113,0,0,3344
15,2020-08-03 00:00:00.000,3252,106,0,0,3100
15,2020-08-05 00:00:00.000,6322,112,0,0,3177
15,2020-08-06 00:00:00.000,8155,97,0,0,3334
15,2020-08-07 00:00:00.000,3085,102,0,0,3224
15,2020-08-09 00:00:00.000,1547,102,0,0,3172
15,2020-08-12 00:00:00.000,10046,99,0,0,3442
15,2020-08-13 00:00:00.000,7857,102,0,0,3568
15,2020-08-14 00:00:00.000,7412,113,0,0,3506
15,2020-08-15 00:00:00.000,2800,97,0,0,3459
15,2020-08-16 00:00:00.000,5509,106,0,0,3602
15,2020-08-18 00:00:00.000,2962,104,0,0,3041
15,2020-08-19 00:00:00.000,1130,111,0,0,3129
15,2020-08-20 00:00:00.000,8275,103,0,0,3223
15,2020-08-21 00:00:00.000,7868,100,0,0,3287
15,2020-08-22 00:00:00.000,5857,112,0,0,3059
15,2020-08-24 00:00:00.000,6663,99,0,0,3026
15,2020-08-26 00:00:00.000,551,102,0,0,3132
15,2020-08-27 00:00:00.000,4488,109,0,0,3061
15,2020-08-28 00:00:00.000,6018,110,0,0,3063
15,2020-08-29 00:00:00.000,554,113,0,0,3122
15,2020-08-31 00:00:00.000,5642,109,0,0,3106
15,2020-09-01 00:00:00.000,6647,112,0,0,3140
15,2020-09-02 00:00:00.000,4659,114,0,0,3006
15,2020-09-04 00:00:00.000,7981,109,0,0,3451
15,2020-09-05 00:00:00.000,6972,104,0,0,3398
15,2020-09-06 00:00:00.000,3343,104,0,0,3195
15,2020-09-07 00:00:00.000,5465,103,0,0,3372
15,2020-09-09 00:00:00.000,8493,100,0,0,3107
15,2020-09-10 00:00:00.000,3469,113,0,0,3494
15,2020-09-11 00:00:00.000,2527,106,0,0,3019
15,2020-09-13 00:00:00.000,5543,100,0,0,3025
15,2020-09-14 00:00:00.000,7349,109,0,0,3006
15,2020-09-15 00:00:00.000,3039,101,0,0,2806
15,2020-09-16 00:00:00.000,6425,111,0,0,3006
15,2020-09-17 00:00:00.000,7077,112,0,0,2996
15,2020-09-18 00:00:00.000,5371,109,0,0,3441
15,2020-09-19 00:00:00.000,2890,99,0,0,3015
15,2020-09-21 00:00:00.000,2309,111,0,0,3173
15,2020-09-22 00:00:00.000,4675,98,0,0,3154
15,2020-09-23 00:00:00.000,9332,94,0,0,3181
15,2020-09-25 00:00:00.000,8781,109,0,0,2777
15,2020-09-28 00:00:00.000,7192,110,0,0,2941
15,2020-09-29 00:00:00.000,5533,106,0,0,3302
15,2020-09-30 00:00:00.000,9014,103,0,0,3029
15,2020-10-01 00:00:00.000,7686,104,0,0,3283
15,2020-10-02 00:00:00.000,6391,109,0,0,3187
15,2020-10-05 00:00:00.000,628,94,0,0,3120
15,2020-10-07 00:00:00.000,2832,109,0,0,3124
15,2020-10-08 00:00:00.000,9314,114,0,0,3095
15,2020-10-09 00:00:00.000,87,103,0,0,3395
15,2020-10-11 00:00:00.000,11361,106,0,0,3205
15,2020-10-12 00:00:00.000,4942,109,0,0,3628
15,2020-10-15 00:00:00.000,7208,95,0,0,3020
15,2020-10-16 00:00:00.000,11592,117,0,0,3476
15,2020-10-17 00:00:00.000,6418,106,0,0,3112
15,2020-10-18 00:00:00.000,8527,103,0,0,3002
15,2020-10-19 00:00:00.000,2370,114,0,0,3067
15,2020-10-23 00:00:00.000,6283,111,0,0,3232
15,2020-10-26 00:00:00.000,6268,103,0,0,2428
15,2020-10-27 00:00:00.000,2998,106,0,0,3132
15,2020-10-28 00:00:00.000,2784,106,0,0,3370
15,2020-10-29 00:00:00.000,5375,104,0,0,3123
15,2020-10-31 00:00:00.000,7406,98,0,0,3479
15,2020-11-02 00:00:00.000,7332,88,0,0,2396
15,2020-11-04 00:00:00.000,4041,106,0,0,3054
15,2020-11-06 00:00:00.000,4529,98,0,0,2521
15,2020-11-10 00:00:00.000,161,116,0,0,2670
15,2020-11-11 00:00:00.000,1864,111,0,0,2979
15,2020-11-12 00:00:00.000,5618,110,0,0,3304
15,2020-11-13 00:00:00.000,7085,103,0,0,3018
15,2020-11-15 00:00:00.000,4699,100,0,0,2968
15,2020-11-16 00:00:00.000,6890,102,0,0,3016
15,2020-11-18 00:00:00.000,8935,100,0,0,3065
15,2020-11-21 00:00:00.000,9674,109,0,0,3732
15,2020-11-22 00:00:00.000,6546,112,0,0,2755
15,2020-11-27 00:00:00.000,6182,96,0,0,3381
15,2020-11-28 00:00:00.000,3539,101,0,0,3562
15,2020-12-01 00:00:00.000,6191,104,0,0,3318
15,2020-12-02 00:00:00.000,9075,109,0,0,2793
15,2020-12-07 00:00:00.000,926,106,0,0,3388
15,2020-12-08 00:00:00.000,9869,115,0,0,3459
15,2020-12-10 00:00:00.000,8033,109,0,0,3485
15,2020-12-11 00:00:00.000,8059,106,0,0,2966
15,2020-12-12 00:00:00.000,8765,106,0,0,3154
15,2020-12-13 00:00:00.000,8196,97,0,0,2753
15,2020-12-14 00:00:00.000,1035,101,0,0,3670
15,2020-12-15 00:00:00.000,8470,102,0,0,3353
15,2020-12-16 00:00:00.000,4526,102,0,0,2941
15,2020-12-18 00:00:00.000,2999,106,0,0,3264
15,2020-12-21 00:00:00.000,7465,106,0,0,2936
15,2020-12-22 00:00:00.000,5141,102,0,0,3083
15,2020-12-24 00:00:00.000,9184,101,0,0,3082
15,2020-12-25 00:00:00.000,10907,110,0,0,3105
15,2020-12-26 00:00:00.000,6817,101,0,0,3110
15,2020-12-27 00:00:00.000,6375,117,0,0,3382
15,2020-12-28 00:00:00.000,140,111,0,0,2808
15,2020-12-29 00:00:00.000,4455,106,0,0,2498
15,2020-12-30 00:00:00.000,8301,101,0,0,3544
15,2020-12-31 00:00:00.000,10788,99,0,0,2701
15,2021-01-01 00:00:00.000,3488,113,0,0,3646
15,2021-01-03 00:00:00.000,272,111,0,0,3086
15,2021-01-05 00:00:00.000,2744,104,0,0,3117
15,2021-01-08 00:00:00.000,4676,106,0,0,3217
15,2021-01-09 00:00:00.000,7263,110,0,0,2922
15,2021-01-10 00:00:00.000,4297,103,0,0,3666
15,2021-01-11 00:00:00.000,2490,96,0,0,2783
15,2021-01-12 00:00:00.000,5643,98,0,0,2887
15,2021-01-13 00:00:00.000,7342,114,0,0,3217
15,2021-01-14 00:00:00.000,7201,102,0,0,3221
15,2021-01-15 00:00:00.000,5147,112,0,0,3538
15,2021-01-17 00:00:00.000,8808,98,0,0,3629
15,2021-01-18 00:00:00.000,8201,113,0,0,2731
15,2021-01-19 00:00:00.000,8124,94,0,0,3253
15,2021-01-21 00:00:00.000,1856,101,0,0,3387
15,2021-01-23 00:00:00.000,12865,112,0,0,3159
15,2021-01-24 00:00:00.000,2035,106,0,0,3253
15,2021-01-27 00:00:00.000,6229,106,0,0,3250
15,2021-01-28 00:00:00.000,5265,111,0,0,3243
15,2021-01-30 00:00:00.000,1389,109,0,0,2633
15,2021-01-31 00:00:00.000,4230,102,0,0,3379
15,2021-02-05 00:00:00.000,9773,96,0,0,3284
15,2021-02-06 00:00:00.000,2225,103,0,0,2612
15,2021-02-11 00:00:00.000,8358,109,0,0,2755
15,2021-02-15 00:00:00.000,7007,103,0,0,3108
15,2021-02-16 00:00:00.000,2903,98,0,0,2851
15,2021-02-18 00:00:00.000,1589,100,0,0,3531
15,2021-02-19 00:00:00.000,9040,100,0,0,3267
15,2021-02-20 00:00:00.000,3324,102,0,0,3141
15,2021-02-21 00:00:00.000,7213,111,0,0,2756
15,2021-02-22 00:00:00.000,7828,106,0,0,3175
15,2021-02-23 00:00:00.000,8111,98,0,0,3136
15,2021-02-26 00:00:00.000,12420,98,0,0,2991
15,2021-02-28 00:00:00.000,4455,114,0,0,2791
15,2021-03-01 00:00:00.000,6586,109,0,0,3372
15,2021-03-04 00:00:00.000,9488,99,0,0,3431
15,2021-03-05 00:00:00.000,2547,100,0,0,3336
15,2021-03-06 00:00:00.000,1804,97,0,0,3335
15,2021-03-07 00:00:00.000,6423,104,0,0,2808
15,2021-03-08 00:00:00.000,8312,100,0,0,3589
15,2021-03-09 00:00:00.000,7514,106,0,0,2974
15,2021-03-11 00:00:00.000,3735,98,0,0,3292
15,2021-03-12 00:00:00.000,8154,99,0,0,3289
15,2021-03-13 00:00:00.000,4137,109,0,0,2791
15,2021-03-16 00:00:00.000,2072,100,0,0,2950
15,2021-03-17 00:00:00.000,7341,111,0,0,3330
15,2021-03-18 00:00:00.000,1766,103,0,0,3348
15,2021-03-19 00:00:00.000,1939,99,0,0,3414
15,2021-03-20 00:00:00.000,6836,100,0,0,3404
15,2021-03-21 00:00:00.000,6590,100,0,0,2941
15,2021-03-26 00:00:00.000,3358,106,0,0,3211
15,2021-03-28 00:00:00.000,5710,103,0,0,3111
